Idade,Gênero,Area_Setor,Modelo_Trabalho,Autonomia_Trabalho,Horas_Extras_Semana,Reunioes_Intensas_Semana,EE_Exaustao,C_Cinismo,EP_Eficacia,Risco_Score,TARGET_Risco_Burnout
44,Feminino,Tecnologia,Presencial,1,7,10,3,4,2,16.8,Moderado Risco
43,Feminino,Vendas/MKT,Presencial,3,9,7,5,2,2,16.4,Moderado Risco
46,Masculino,Tecnologia,Híbrido,4,2,11,2,1,4,8.2,Baixo Risco
43,Feminino,Logística,Híbrido,3,10,4,2,5,3,18.0,Alto Risco
43,Feminino,Saúde,Home Office,4,10,5,4,3,1,20.6,Alto Risco
27,Feminino,Tecnologia,Híbrido,5,8,10,2,4,5,12.3,Moderado Risco
36,Outro,Vendas/MKT,Presencial,1,14,5,4,4,4,16.8,Moderado Risco
58,Masculino,Saúde,Híbrido,4,13,2,5,2,2,18.9,Alto Risco
54,Feminino,Saúde,Presencial,2,5,3,1,4,2,13.8,Moderado Risco
29,Feminino,Saúde,Híbrido,2,10,4,5,3,1,22.1,Alto Risco
26,Feminino,Logística,Híbrido,3,2,7,4,2,4,13.4,Moderado Risco
25,Masculino,Educação,Híbrido,5,9,4,1,3,5,8.6,Baixo Risco
27,Feminino,Tecnologia,Home Office,5,6,3,4,2,2,13.9,Moderado Risco
53,Masculino,Saúde,Presencial,2,11,9,2,3,4,15.6,Moderado Risco
51,Masculino,Financeiro,Home Office,3,6,5,4,2,5,11.9,Baixo Risco
56,Masculino,Saúde,Home Office,5,6,3,1,5,4,13.0,Moderado Risco
37,Feminino,Administrativo,Híbrido,5,3,3,4,4,2,14.8,Moderado Risco
34,Masculino,Vendas/MKT,Presencial,3,13,7,3,3,2,16.1,Moderado Risco
51,Masculino,Educação,Presencial,4,5,3,3,1,5,8.2,Baixo Risco
40,Feminino,Saúde,Híbrido,2,2,6,5,5,4,18.5,Alto Risco
38,Feminino,Vendas/MKT,Híbrido,5,13,0,5,5,2,20.5,Alto Risco
40,Feminino,Vendas/MKT,Presencial,4,3,7,1,3,4,8.1,Baixo Risco
49,Feminino,Logística,Home Office,4,14,6,4,3,1,20.6,Alto Risco
47,Feminino,Vendas/MKT,Presencial,4,2,3,2,1,5,5.2,Baixo Risco
58,Masculino,Vendas/MKT,Presencial,4,2,6,1,3,3,9.1,Baixo Risco
47,Feminino,Logística,Presencial,1,0,1,1,1,5,5.7,Baixo Risco
44,Masculino,Saúde,Presencial,1,4,4,1,3,2,12.1,Moderado Risco
30,Feminino,Vendas/MKT,Home Office,3,11,3,5,1,4,13.7,Moderado Risco
33,Outro,Saúde,Híbrido,2,2,9,1,2,5,8.9,Baixo Risco
22,Feminino,Vendas/MKT,Presencial,3,11,4,4,4,3,17.8,Alto Risco
22,Masculino,Vendas/MKT,Home Office,1,0,1,1,4,1,11.3,Baixo Risco
55,Feminino,Vendas/MKT,Home Office,3,14,2,2,3,2,13.6,Moderado Risco
53,Feminino,Financeiro,Home Office,3,8,3,1,3,4,8.6,Baixo Risco
46,Masculino,Tecnologia,Home Office,4,10,7,5,4,1,21.3,Alto Risco
22,Feminino,Tecnologia,Híbrido,5,11,11,5,4,2,21.3,Alto Risco
37,Masculino,Vendas/MKT,Híbrido,1,3,1,2,1,5,5.2,Baixo Risco
26,Masculino,Administrativo,Híbrido,1,11,2,1,1,5,6.7,Baixo Risco
43,Masculino,Educação,Presencial,3,8,5,1,2,3,9.4,Baixo Risco
50,Masculino,Tecnologia,Híbrido,5,1,11,1,2,1,10.9,Baixo Risco
24,Masculino,Administrativo,Home Office,3,1,6,5,1,5,10.7,Baixo Risco
33,Feminino,Administrativo,Híbrido,2,3,5,1,2,3,7.9,Baixo Risco
47,Masculino,Financeiro,Home Office,1,3,4,5,5,4,16.5,Moderado Risco
37,Masculino,Logística,Híbrido,4,4,3,5,1,4,12.7,Moderado Risco
58,Feminino,Vendas/MKT,Híbrido,4,10,0,4,2,1,16.4,Moderado Risco
43,Feminino,Vendas/MKT,Híbrido,4,0,1,3,2,4,8.9,Baixo Risco
50,Masculino,Administrativo,Híbrido,1,4,3,5,3,5,12.1,Moderado Risco
35,Feminino,Tecnologia,Híbrido,1,11,7,3,3,4,14.1,Moderado Risco
49,Feminino,Logística,Presencial,4,13,5,4,3,5,16.6,Moderado Risco
26,Feminino,Educação,Presencial,1,9,3,3,4,3,13.8,Moderado Risco
51,Masculino,Administrativo,Home Office,4,1,3,3,4,5,10.3,Baixo Risco
26,Feminino,Administrativo,Presencial,2,4,7,2,4,5,9.8,Baixo Risco
33,Masculino,Administrativo,Híbrido,2,9,1,2,1,1,10.7,Baixo Risco
37,Masculino,Logística,Híbrido,2,9,1,3,3,4,13.6,Moderado Risco
47,Feminino,Vendas/MKT,Híbrido,3,5,3,5,3,5,13.6,Moderado Risco
47,Masculino,Financeiro,Home Office,3,2,3,1,1,1,7.7,Baixo Risco
42,Outro,Financeiro,Home Office,5,3,7,1,4,1,12.3,Moderado Risco
57,Masculino,Saúde,Home Office,5,14,1,4,2,1,18.4,Alto Risco
54,Masculino,Vendas/MKT,Híbrido,5,4,2,5,5,2,17.5,Alto Risco
51,Feminino,Administrativo,Híbrido,2,5,0,3,3,1,14.6,Moderado Risco
58,Masculino,Saúde,Home Office,2,8,4,2,4,1,17.3,Alto Risco
44,Feminino,Tecnologia,Home Office,2,8,6,1,2,5,7.4,Baixo Risco
31,Feminino,Vendas/MKT,Home Office,1,5,2,3,3,1,14.6,Moderado Risco
26,Feminino,Educação,Home Office,1,11,5,1,3,1,14.1,Moderado Risco
57,Feminino,Administrativo,Presencial,2,0,3,2,5,2,13.0,Moderado Risco
55,Masculino,Saúde,Presencial,4,5,8,2,4,2,17.3,Alto Risco
52,Feminino,Tecnologia,Home Office,5,9,1,5,1,1,15.2,Moderado Risco
31,Masculino,Financeiro,Home Office,3,2,4,3,2,1,12.9,Moderado Risco
40,Masculino,Tecnologia,Home Office,5,4,4,3,2,5,8.9,Baixo Risco
53,Masculino,Saúde,Presencial,4,4,6,4,4,5,14.8,Moderado Risco
22,Feminino,Tecnologia,Híbrido,1,9,3,4,2,2,13.9,Moderado Risco
26,Masculino,Saúde,Híbrido,2,14,9,2,1,5,12.2,Moderado Risco
25,Feminino,Tecnologia,Híbrido,1,3,3,5,2,4,11.9,Baixo Risco
37,Feminino,Administrativo,Híbrido,1,2,4,3,4,3,13.3,Moderado Risco
45,Outro,Saúde,Home Office,4,0,5,5,1,2,15.7,Moderado Risco
37,Feminino,Financeiro,Presencial,1,6,0,2,5,2,14.5,Moderado Risco
23,Feminino,Administrativo,Híbrido,1,12,7,2,4,5,12.8,Moderado Risco
49,Masculino,Educação,Híbrido,5,7,3,4,5,3,16.5,Moderado Risco
53,Feminino,Educação,Híbrido,5,4,5,4,2,3,12.4,Moderado Risco
48,Masculino,Vendas/MKT,Híbrido,4,7,5,3,1,1,13.2,Moderado Risco
41,Feminino,Vendas/MKT,Home Office,2,3,4,5,2,2,14.9,Moderado Risco
45,Feminino,Administrativo,Presencial,5,7,1,2,4,1,14.3,Moderado Risco
33,Feminino,Educação,Presencial,1,2,5,4,5,5,14.0,Moderado Risco
56,Feminino,Administrativo,Home Office,3,7,6,5,5,3,19.0,Alto Risco
54,Feminino,Logística,Híbrido,5,5,1,2,2,1,13.9,Moderado Risco
54,Masculino,Saúde,Presencial,3,8,9,5,4,3,20.8,Alto Risco
58,Masculino,Administrativo,Híbrido,2,12,0,1,2,1,11.9,Baixo Risco
33,Masculino,Logística,Híbrido,1,4,4,1,3,1,13.1,Moderado Risco
24,Feminino,Administrativo,Presencial,5,0,5,4,4,3,14.8,Moderado Risco
22,Masculino,Tecnologia,Presencial,2,7,4,1,4,5,9.8,Baixo Risco
54,Masculino,Financeiro,Home Office,4,14,3,2,1,4,9.2,Baixo Risco
31,Masculino,Administrativo,Híbrido,2,10,7,4,3,4,15.6,Moderado Risco
50,Feminino,Saúde,Presencial,4,2,2,5,5,2,19.5,Alto Risco
34,Masculino,Administrativo,Presencial,4,10,2,3,2,4,11.9,Baixo Risco
33,Masculino,Administrativo,Híbrido,5,4,5,1,5,3,11.5,Baixo Risco
52,Feminino,Administrativo,Presencial,3,13,7,1,4,2,14.3,Moderado Risco
23,Masculino,Logística,Home Office,4,1,5,4,2,4,13.4,Moderado Risco
56,Feminino,Educação,Híbrido,1,6,5,2,5,4,13.5,Moderado Risco
44,Masculino,Administrativo,Híbrido,5,4,5,1,2,1,9.9,Baixo Risco
38,Masculino,Vendas/MKT,Home Office,4,11,7,5,5,1,22.5,Alto Risco
47,Masculino,Educação,Híbrido,5,6,2,2,2,4,8.9,Baixo Risco
29,Feminino,Administrativo,Presencial,1,11,6,1,5,2,15.5,Moderado Risco
50,Feminino,Educação,Híbrido,5,13,6,1,5,3,14.5,Moderado Risco
47,Masculino,Administrativo,Híbrido,5,6,2,5,2,4,13.4,Moderado Risco
31,Masculino,Tecnologia,Híbrido,4,4,6,1,1,3,6.7,Baixo Risco
47,Feminino,Tecnologia,Híbrido,2,4,1,2,2,2,9.4,Baixo Risco
55,Masculino,Financeiro,Híbrido,5,8,6,3,5,5,14.0,Moderado Risco
28,Masculino,Financeiro,Presencial,4,2,2,3,3,2,12.1,Moderado Risco
25,Feminino,Vendas/MKT,Home Office,1,13,6,1,4,5,11.3,Baixo Risco
32,Feminino,Tecnologia,Híbrido,1,7,4,4,1,1,14.7,Moderado Risco
50,Feminino,Administrativo,Híbrido,2,0,1,2,2,3,8.4,Baixo Risco
57,Masculino,Saúde,Híbrido,1,13,3,3,4,1,19.3,Alto Risco
46,Masculino,Financeiro,Híbrido,4,3,1,4,1,3,10.2,Baixo Risco
42,Masculino,Saúde,Presencial,2,11,9,3,3,2,19.1,Alto Risco
57,Masculino,Logística,Presencial,4,1,5,4,4,4,15.8,Moderado Risco
31,Masculino,Tecnologia,Presencial,2,2,7,1,2,4,6.9,Baixo Risco
58,Masculino,Tecnologia,Híbrido,2,10,1,4,3,5,13.6,Moderado Risco
30,Feminino,Vendas/MKT,Híbrido,4,5,6,1,2,4,8.4,Baixo Risco
45,Masculino,Tecnologia,Home Office,2,3,8,4,4,3,15.8,Moderado Risco
56,Feminino,Saúde,Híbrido,4,0,3,4,2,4,12.4,Moderado Risco
56,Masculino,Vendas/MKT,Home Office,1,4,7,4,3,1,15.6,Moderado Risco
57,Masculino,Tecnologia,Home Office,1,2,8,2,3,4,10.6,Baixo Risco
39,Feminino,Financeiro,Home Office,5,12,1,3,4,1,17.3,Alto Risco
53,Masculino,Tecnologia,Home Office,3,11,1,4,4,5,14.8,Moderado Risco
45,Feminino,Saúde,Híbrido,3,1,2,1,5,5,10.5,Baixo Risco
44,Masculino,Educação,Híbrido,1,3,7,4,3,2,14.6,Moderado Risco
53,Feminino,Tecnologia,Presencial,5,12,11,2,5,2,18.0,Alto Risco
58,Masculino,Administrativo,Home Office,3,3,7,2,2,2,10.4,Baixo Risco
33,Feminino,Administrativo,Híbrido,4,2,5,2,4,1,13.8,Moderado Risco
34,Feminino,Tecnologia,Híbrido,4,13,2,4,1,2,14.2,Moderado Risco
44,Feminino,Administrativo,Híbrido,2,13,3,4,2,5,12.4,Moderado Risco
46,Feminino,Saúde,Híbrido,3,4,5,4,5,4,17.0,Alto Risco
56,Feminino,Tecnologia,Híbrido,4,4,1,3,3,1,13.1,Moderado Risco
51,Masculino,Tecnologia,Híbrido,3,7,11,4,4,2,18.3,Alto Risco
38,Feminino,Financeiro,Home Office,2,9,2,5,4,2,17.8,Alto Risco
41,Feminino,Educação,Home Office,1,6,0,2,2,5,7.9,Baixo Risco
46,Feminino,Saúde,Home Office,5,10,8,4,2,4,17.4,Alto Risco
43,Masculino,Vendas/MKT,Home Office,2,8,4,3,4,3,14.8,Moderado Risco
34,Masculino,Vendas/MKT,Presencial,2,6,7,1,5,4,12.0,Moderado Risco
40,Masculino,Financeiro,Home Office,2,1,0,2,3,2,10.6,Baixo Risco
57,Masculino,Vendas/MKT,Presencial,5,2,4,4,4,2,15.8,Moderado Risco
33,Feminino,Administrativo,Home Office,4,5,7,4,4,4,15.3,Moderado Risco
40,Feminino,Tecnologia,Presencial,3,0,4,1,2,4,6.9,Baixo Risco
33,Feminino,Saúde,Híbrido,1,7,9,3,3,5,14.6,Moderado Risco
30,Masculino,Financeiro,Home Office,1,6,3,5,4,3,16.8,Moderado Risco
28,Outro,Financeiro,Híbrido,5,5,3,1,2,1,10.4,Baixo Risco
49,Masculino,Logística,Híbrido,1,4,3,3,1,1,12.7,Moderado Risco
35,Feminino,Saúde,Híbrido,5,13,10,3,4,3,19.3,Alto Risco
52,Feminino,Educação,Híbrido,5,14,3,4,1,5,11.2,Baixo Risco
40,Feminino,Educação,Presencial,3,9,5,4,3,4,14.1,Moderado Risco
37,Masculino,Logística,Híbrido,3,4,0,2,3,2,12.6,Moderado Risco
26,Feminino,Tecnologia,Presencial,5,12,3,4,4,3,16.8,Moderado Risco
56,Masculino,Financeiro,Híbrido,3,7,4,4,5,5,15.5,Moderado Risco
33,Feminino,Financeiro,Presencial,4,7,1,3,2,3,11.4,Baixo Risco
46,Masculino,Financeiro,Híbrido,2,14,3,4,2,2,15.4,Moderado Risco
42,Masculino,Administrativo,Híbrido,1,12,7,4,5,1,21.0,Alto Risco
57,Masculino,Financeiro,Híbrido,1,2,2,4,1,4,9.2,Baixo Risco
44,Masculino,Tecnologia,Híbrido,1,8,9,5,3,5,15.6,Moderado Risco
37,Masculino,Financeiro,Híbrido,1,2,1,5,4,1,17.3,Alto Risco
35,Masculino,Vendas/MKT,Home Office,4,12,2,2,2,2,12.4,Moderado Risco
52,Masculino,Vendas/MKT,Home Office,4,14,1,1,2,3,9.9,Baixo Risco
26,Masculino,Logística,Home Office,2,9,3,3,4,5,13.8,Moderado Risco
56,Outro,Saúde,Híbrido,5,13,5,2,4,5,14.8,Moderado Risco
44,Masculino,Financeiro,Híbrido,3,7,4,3,2,1,14.4,Moderado Risco
50,Masculino,Logística,Presencial,2,6,3,1,2,1,12.4,Moderado Risco
32,Masculino,Administrativo,Híbrido,1,12,5,1,2,2,11.9,Baixo Risco
39,Feminino,Educação,Home Office,3,8,6,2,4,1,15.3,Moderado Risco
33,Feminino,Educação,Híbrido,2,10,0,5,1,5,12.7,Moderado Risco
30,Masculino,Financeiro,Híbrido,1,8,6,5,2,4,14.4,Moderado Risco
31,Masculino,Financeiro,Presencial,2,10,7,5,1,2,16.7,Moderado Risco
38,Masculino,Vendas/MKT,Presencial,1,13,7,4,2,2,16.4,Moderado Risco
59,Feminino,Financeiro,Presencial,1,14,6,4,4,4,16.8,Moderado Risco
28,Masculino,Administrativo,Híbrido,4,0,2,2,5,2,13.0,Moderado Risco
34,Masculino,Financeiro,Híbrido,1,0,1,4,1,2,11.2,Baixo Risco
30,Feminino,Tecnologia,Híbrido,2,2,5,3,5,1,16.5,Moderado Risco
48,Masculino,Educação,Híbrido,3,6,4,2,2,2,11.9,Baixo Risco
23,Masculino,Tecnologia,Home Office,4,2,2,2,2,5,6.4,Baixo Risco
26,Feminino,Saúde,Home Office,3,2,4,1,4,1,14.3,Moderado Risco
50,Masculino,Financeiro,Home Office,5,3,2,1,5,3,10.5,Baixo Risco
58,Masculino,Vendas/MKT,Híbrido,3,7,3,2,5,5,11.5,Baixo Risco
59,Feminino,Financeiro,Híbrido,5,13,6,5,2,3,16.9,Moderado Risco
40,Feminino,Tecnologia,Home Office,5,0,4,1,3,1,11.1,Baixo Risco
29,Outro,Educação,Presencial,4,3,0,4,3,5,10.6,Baixo Risco
22,Feminino,Financeiro,Presencial,3,3,2,2,5,1,14.0,Moderado Risco
43,Feminino,Administrativo,Híbrido,1,12,7,3,5,3,17.5,Alto Risco
38,Feminino,Financeiro,Híbrido,4,7,6,2,1,4,8.7,Baixo Risco
28,Masculino,Vendas/MKT,Presencial,4,6,4,3,2,2,13.4,Moderado Risco
46,Masculino,Saúde,Home Office,1,3,5,1,3,4,10.1,Baixo Risco
25,Masculino,Vendas/MKT,Híbrido,3,11,6,5,4,4,18.3,Alto Risco
57,Feminino,Vendas/MKT,Híbrido,4,7,1,3,1,1,12.2,Moderado Risco
27,Masculino,Administrativo,Híbrido,5,10,1,5,3,1,19.1,Alto Risco
52,Feminino,Tecnologia,Híbrido,1,2,1,3,2,2,10.9,Baixo Risco
40,Feminino,Financeiro,Presencial,2,9,3,5,2,4,13.4,Moderado Risco
48,Masculino,Educação,Presencial,4,13,6,3,2,5,11.9,Baixo Risco
31,Feminino,Tecnologia,Presencial,5,6,9,2,3,1,15.1,Moderado Risco
47,Masculino,Financeiro,Home Office,3,8,5,2,2,4,9.9,Baixo Risco
40,Masculino,Administrativo,Híbrido,3,5,7,1,4,3,11.8,Baixo Risco
24,Feminino,Financeiro,Híbrido,1,3,6,2,2,1,11.4,Baixo Risco
34,Masculino,Administrativo,Híbrido,5,3,1,4,1,2,11.2,Baixo Risco
49,Masculino,Tecnologia,Híbrido,1,0,8,1,4,4,10.3,Baixo Risco
41,Masculino,Vendas/MKT,Híbrido,4,5,4,2,1,1,11.7,Baixo Risco
49,Feminino,Logística,Presencial,1,2,5,2,1,2,11.2,Baixo Risco
29,Masculino,Logística,Home Office,2,2,0,4,5,2,18.0,Alto Risco
22,Feminino,Administrativo,Híbrido,1,0,5,5,5,3,17.5,Alto Risco
24,Masculino,Tecnologia,Híbrido,1,6,2,2,2,2,10.9,Baixo Risco
34,Feminino,Administrativo,Híbrido,4,8,3,3,4,1,15.8,Moderado Risco
49,Masculino,Educação,Home Office,5,2,0,5,3,1,16.1,Moderado Risco
46,Feminino,Saúde,Híbrido,2,6,2,3,5,5,15.0,Moderado Risco
54,Feminino,Administrativo,Presencial,1,8,3,5,4,4,15.8,Moderado Risco
59,Masculino,Financeiro,Home Office,4,14,2,3,5,4,15.5,Moderado Risco
27,Masculino,Vendas/MKT,Híbrido,4,13,4,2,4,3,14.8,Moderado Risco
53,Masculino,Financeiro,Presencial,4,2,3,3,2,4,8.9,Baixo Risco
42,Masculino,Administrativo,Presencial,5,8,4,2,1,2,10.7,Baixo Risco
37,Feminino,Educação,Home Office,1,10,6,4,5,1,21.0,Alto Risco
42,Masculino,Tecnologia,Home Office,3,1,2,3,1,2,9.7,Baixo Risco
32,Masculino,Educação,Home Office,2,2,0,1,1,4,4.7,Baixo Risco
58,Feminino,Tecnologia,Home Office,3,10,6,1,3,5,10.1,Baixo Risco
57,Masculino,Financeiro,Híbrido,5,3,0,3,3,4,10.1,Baixo Risco
56,Masculino,Tecnologia,Híbrido,1,13,10,2,2,3,13.4,Moderado Risco
40,Masculino,Tecnologia,Híbrido,3,6,9,5,4,1,20.8,Alto Risco
41,Masculino,Saúde,Home Office,3,10,6,4,2,2,18.4,Alto Risco
39,Masculino,Logística,Híbrido,3,8,2,3,4,4,14.8,Moderado Risco
35,Feminino,Financeiro,Home Office,2,12,5,4,3,1,18.6,Alto Risco
36,Feminino,Logística,Presencial,1,0,3,2,2,2,11.4,Baixo Risco
52,Masculino,Saúde,Home Office,4,11,7,1,4,4,14.3,Moderado Risco
22,Feminino,Educação,Híbrido,1,8,7,2,3,4,11.1,Baixo Risco
24,Feminino,Vendas/MKT,Home Office,3,9,4,2,4,4,12.3,Moderado Risco
37,Feminino,Financeiro,Presencial,1,12,1,3,2,3,12.9,Moderado Risco
44,Masculino,Administrativo,Presencial,4,4,1,4,5,3,15.0,Moderado Risco
32,Feminino,Educação,Presencial,2,14,7,5,5,2,21.5,Alto Risco
33,Masculino,Vendas/MKT,Híbrido,1,13,3,4,2,2,15.4,Moderado Risco
31,Masculino,Saúde,Híbrido,1,3,2,5,1,1,15.7,Moderado Risco
53,Feminino,Tecnologia,Home Office,2,13,2,1,5,5,11.5,Baixo Risco
37,Masculino,Administrativo,Híbrido,2,12,4,4,5,1,21.0,Alto Risco
29,Masculino,Vendas/MKT,Presencial,3,10,3,5,5,5,17.5,Alto Risco
59,Masculino,Tecnologia,Presencial,3,11,1,4,1,4,12.2,Moderado Risco
33,Masculino,Financeiro,Presencial,2,5,5,2,3,4,11.1,Baixo Risco
45,Feminino,Educação,Home Office,4,9,0,1,3,1,11.6,Baixo Risco
49,Masculino,Educação,Home Office,3,4,5,4,1,3,11.2,Baixo Risco
29,Feminino,Administrativo,Home Office,4,4,2,2,1,3,7.2,Baixo Risco
49,Masculino,Tecnologia,Híbrido,2,11,6,2,2,2,13.4,Moderado Risco
57,Masculino,Financeiro,Presencial,1,4,6,1,2,2,8.9,Baixo Risco
47,Masculino,Tecnologia,Presencial,2,14,4,4,2,1,17.4,Alto Risco
29,Feminino,Financeiro,Híbrido,2,7,4,3,3,3,13.6,Moderado Risco
49,Feminino,Tecnologia,Home Office,5,12,1,3,4,4,14.3,Moderado Risco
49,Feminino,Administrativo,Presencial,2,9,1,3,5,4,14.0,Moderado Risco
58,Masculino,Logística,Presencial,3,7,6,2,2,3,12.9,Moderado Risco
57,Feminino,Vendas/MKT,Home Office,1,9,3,4,5,1,18.5,Alto Risco
48,Masculino,Tecnologia,Híbrido,4,3,10,5,1,2,14.7,Moderado Risco
38,Feminino,Saúde,Presencial,5,12,4,4,3,1,20.6,Alto Risco
30,Outro,Saúde,Home Office,3,13,1,1,2,3,11.9,Baixo Risco
54,Feminino,Financeiro,Presencial,1,14,2,5,4,1,20.3,Alto Risco
41,Masculino,Vendas/MKT,Home Office,4,8,0,1,3,3,9.6,Baixo Risco
34,Masculino,Financeiro,Presencial,1,7,6,4,1,1,14.7,Moderado Risco
49,Masculino,Saúde,Presencial,3,11,8,1,5,5,15.5,Moderado Risco
50,Masculino,Tecnologia,Híbrido,1,5,3,2,3,4,10.1,Baixo Risco
34,Feminino,Tecnologia,Presencial,2,1,5,3,5,5,12.5,Moderado Risco
56,Masculino,Vendas/MKT,Híbrido,1,8,7,4,2,3,13.9,Moderado Risco
27,Feminino,Financeiro,Híbrido,2,5,2,5,1,4,12.2,Moderado Risco
39,Feminino,Vendas/MKT,Híbrido,3,7,7,5,4,5,15.8,Moderado Risco
26,Masculino,Educação,Híbrido,5,5,3,1,3,1,11.6,Baixo Risco
46,Masculino,Tecnologia,Híbrido,2,4,3,3,5,1,15.5,Moderado Risco
23,Masculino,Tecnologia,Presencial,1,6,1,4,1,4,10.7,Baixo Risco
31,Feminino,Vendas/MKT,Home Office,1,11,4,2,1,3,11.2,Baixo Risco
51,Feminino,Vendas/MKT,Home Office,1,3,3,1,2,5,4.9,Baixo Risco
26,Feminino,Financeiro,Presencial,3,9,1,4,3,3,14.1,Moderado Risco
54,Feminino,Tecnologia,Híbrido,4,10,9,4,2,1,18.4,Alto Risco
22,Feminino,Tecnologia,Híbrido,1,2,3,3,2,2,10.9,Baixo Risco
39,Feminino,Saúde,Presencial,1,10,11,5,2,2,20.9,Alto Risco
53,Feminino,Tecnologia,Híbrido,2,11,1,3,1,3,11.7,Baixo Risco
32,Masculino,Saúde,Híbrido,5,14,7,1,5,1,18.5,Alto Risco
42,Feminino,Financeiro,Presencial,1,6,7,1,5,1,15.0,Moderado Risco
47,Masculino,Tecnologia,Presencial,3,1,11,3,4,2,15.3,Moderado Risco
46,Feminino,Tecnologia,Home Office,4,9,2,4,4,2,16.3,Moderado Risco
43,Masculino,Administrativo,Híbrido,4,2,1,5,5,5,14.5,Moderado Risco
48,Masculino,Logística,Presencial,4,0,3,1,2,5,6.9,Baixo Risco
34,Feminino,Administrativo,Home Office,3,10,1,3,1,2,12.7,Moderado Risco
54,Masculino,Saúde,Home Office,4,11,1,1,2,3,11.9,Baixo Risco
55,Feminino,Educação,Presencial,4,0,0,5,2,4,11.9,Baixo Risco
56,Masculino,Saúde,Home Office,2,1,9,2,2,1,14.4,Moderado Risco
22,Feminino,Educação,Híbrido,4,12,1,2,3,1,14.6,Moderado Risco
42,Outro,Tecnologia,Híbrido,2,13,6,4,3,1,18.6,Alto Risco
27,Feminino,Tecnologia,Híbrido,2,0,9,4,2,5,11.4,Baixo Risco
49,Feminino,Administrativo,Home Office,2,14,2,2,4,2,14.8,Moderado Risco
38,Masculino,Logística,Presencial,3,1,5,5,4,5,16.3,Moderado Risco
26,Feminino,Administrativo,Híbrido,1,0,6,3,5,2,15.5,Moderado Risco
52,Masculino,Saúde,Híbrido,5,2,4,3,1,3,11.7,Baixo Risco
26,Masculino,Saúde,Híbrido,4,8,9,5,3,5,17.6,Alto Risco
59,Masculino,Financeiro,Híbrido,5,8,0,3,2,2,12.4,Moderado Risco
24,Feminino,Vendas/MKT,Híbrido,1,7,0,4,3,3,14.1,Moderado Risco
44,Masculino,Logística,Presencial,2,8,0,3,5,5,15.0,Moderado Risco
58,Masculino,Administrativo,Híbrido,2,11,0,3,4,1,17.3,Alto Risco
58,Feminino,Tecnologia,Híbrido,2,13,1,4,4,3,16.8,Moderado Risco
31,Feminino,Vendas/MKT,Home Office,2,3,1,1,1,5,3.7,Baixo Risco
31,Feminino,Saúde,Híbrido,4,13,4,2,1,2,14.2,Moderado Risco
40,Outro,Tecnologia,Híbrido,1,7,2,3,5,1,17.0,Alto Risco
38,Feminino,Logística,Home Office,1,10,1,2,1,2,13.2,Moderado Risco
42,Masculino,Logística,Presencial,1,4,5,2,5,4,14.0,Moderado Risco
35,Feminino,Tecnologia,Presencial,5,3,9,5,3,4,15.1,Moderado Risco
30,Feminino,Saúde,Híbrido,2,12,6,5,2,5,16.9,Moderado Risco
22,Masculino,Financeiro,Presencial,3,3,1,5,4,3,15.3,Moderado Risco
34,Outro,Financeiro,Híbrido,1,1,3,1,2,3,6.9,Baixo Risco
25,Masculino,Saúde,Presencial,5,9,2,1,3,5,9.6,Baixo Risco
22,Masculino,Tecnologia,Presencial,4,8,7,2,1,5,7.7,Baixo Risco
53,Masculino,Tecnologia,Presencial,2,12,9,2,4,1,17.8,Alto Risco
55,Feminino,Administrativo,Híbrido,5,8,4,2,1,2,10.7,Baixo Risco
49,Feminino,Administrativo,Home Office,3,13,3,2,2,2,12.4,Moderado Risco
52,Masculino,Financeiro,Home Office,3,0,2,4,1,4,9.2,Baixo Risco
29,Outro,Administrativo,Presencial,4,11,2,2,5,4,14.0,Moderado Risco
47,Masculino,Educação,Híbrido,1,3,3,5,2,5,10.9,Baixo Risco
55,Feminino,Tecnologia,Presencial,1,8,1,2,1,3,8.7,Baixo Risco
24,Feminino,Tecnologia,Híbrido,5,13,4,5,2,3,16.9,Moderado Risco
33,Feminino,Administrativo,Home Office,5,3,3,5,1,1,13.7,Moderado Risco
22,Masculino,Educação,Híbrido,1,13,7,2,1,4,10.2,Baixo Risco
26,Masculino,Vendas/MKT,Presencial,1,1,7,2,2,1,11.4,Baixo Risco
51,Masculino,Administrativo,Híbrido,5,1,6,3,3,2,13.1,Moderado Risco
51,Feminino,Financeiro,Presencial,2,12,5,5,2,5,14.9,Moderado Risco
38,Masculino,Tecnologia,Híbrido,3,9,2,2,4,3,12.3,Moderado Risco
44,Masculino,Tecnologia,Híbrido,3,13,3,2,4,4,12.8,Moderado Risco
36,Feminino,Tecnologia,Híbrido,4,8,4,3,3,4,12.6,Moderado Risco
58,Masculino,Tecnologia,Home Office,3,10,9,4,1,5,13.2,Moderado Risco
42,Feminino,Financeiro,Híbrido,5,3,7,5,2,5,11.9,Baixo Risco
35,Feminino,Tecnologia,Home Office,2,0,6,5,1,4,11.7,Baixo Risco
23,Masculino,Tecnologia,Home Office,5,11,9,3,1,4,12.7,Moderado Risco
32,Masculino,Financeiro,Híbrido,1,12,5,4,4,3,17.8,Alto Risco
59,Feminino,Saúde,Híbrido,1,0,9,1,2,3,10.9,Baixo Risco
55,Masculino,Financeiro,Presencial,3,0,1,3,5,5,11.5,Baixo Risco
59,Feminino,Financeiro,Híbrido,2,7,1,2,4,2,13.3,Moderado Risco
